User_Query,Intent
"I tried to send ?5,000 to account 4323792457 on Wema Bank via mobile app but it failed. ",Transfer_Issue
"I tried to send ?5,000 to account 0441616613 on Wema Bank via instant transfer but it failed. ",Transfer_Issue
"Transfer of ?5,000 to Wema Bank account 2537769673 didn't go through shows error INSUFFICIENT_FUNDS. ",Transfer_Issue
I accidentally sent money to the wrong account 7810846842. Can the bank reverse it? ,Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF093223492. ,Transfer_Issue
"Transfer of ?1,000 to Wema Bank account 9463869858 didn't go through shows error E_TIMEOUT. ",Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF205515704. Can you assist?,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF073033779. ,Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF288038690. ,Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF768242736. Need urgent help.,Transfer_Issue
"I tried to send ?150,000 to account 0159197707 on Wema Bank via ATM but it failed. This is urgent.",Transfer_Issue
USSD transfer timed out and I got charged. REF:REF468680030. Please help. Need urgent help.,Transfer_Issue
"Transfer of ?20,000 to Wema Bank account 5277584466 didn't go through shows error TXN_FAIL_51. Please advise.",Transfer_Issue
I made transfer to account 5636004125 but entered wrong beneficiary name. Can it be reversed? ,Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF940697296. ,Transfer_Issue
I tried to send ?500 to account 3422256246 on Wema Bank via instant transfer but it failed. ,Transfer_Issue
"I tried to send ?75,000 to account 4058815969 on Wema Bank via internet banking but it failed. This is urgent.",Transfer_Issue
My transfer REF:REF393423770 is pending since 2025-12-05 and recipient hasn't received it. ,Transfer_Issue
My transfer REF:REF518525576 is pending since 2025-09-22 and recipient hasn't received it. Please advise.,Transfer_Issue
USSD transfer timed out and I got charged. REF:REF843206894. Please help. ,Transfer_Issue
"Trying to transfer beyond daily limit of ?5,000. How can I increase it? Please advise.",Transfer_Issue
USSD transfer timed out and I got charged. REF:REF501111783. Please help. ,Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF801266993. ,Transfer_Issue
I made transfer to account 3290220492 but entered wrong beneficiary name. Can it be reversed? ,Transfer_Issue
USSD transfer timed out and I got charged. REF:REF441204746. Please help. ,Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF992746621. ,Transfer_Issue
"Trying to transfer beyond daily limit of ?100,000. How can I increase it? Please advise.",Transfer_Issue
I made transfer to account 1408372024 but entered wrong beneficiary name. Can it be reversed? ,Transfer_Issue
My transfer REF:REF792256641 is pending since 2025-08-26 and recipient hasn't received it. ,Transfer_Issue
"I tried to send ?2,000 to account 0639906939 on Wema Bank via instant transfer but it failed. ",Transfer_Issue
"I tried to send ?50,000 to account 4863672403 on Wema Bank via USSD but it failed. Can you assist?",Transfer_Issue
I accidentally sent money to the wrong account 2389060535. Can the bank reverse it? ,Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF637811868. Can you assist?,Transfer_Issue
My transfer REF:REF196573515 is pending since 2025-05-19 and recipient hasn't received it. ,Transfer_Issue
"I was debited ?5,000 but the beneficiary didn't get the money. What do I do? Kindly assist.",Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF372954125. ,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF043333538. ,Transfer_Issue
The transaction failed after I entered OTP on the instant transfer. Error INSUFFICIENT_FUNDS. ,Transfer_Issue
"I tried to send ?2,000 to account 2348024446 on Wema Bank via internet banking but it failed. ",Transfer_Issue
I accidentally sent money to the wrong account 1327480730. Can the bank reverse it? Please advise.,Transfer_Issue
"Transfer of ?10,000 to Wema Bank account 2673889076 didn't go through shows error ERR001. Need urgent help.",Transfer_Issue
The transaction failed after I entered OTP on the POS. Error E_502. Kindly assist.,Transfer_Issue
I made transfer to account 2853985675 but entered wrong beneficiary name. Can it be reversed? ,Transfer_Issue
I made transfer to account 2241941470 but entered wrong beneficiary name. Can it be reversed? Need urgent help.,Transfer_Issue
USSD transfer timed out and I got charged. REF:REF903613325. Please help. ,Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF238936700. ,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF362512697. ,Transfer_Issue
"I tried to send ?10,000 to account 8789176390 on Wema Bank via ATM but it failed. ",Transfer_Issue
"I tried to send ?50,000 to account 1358165990 on Wema Bank via bank transfer but it failed. Please advise.",Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF818036485. ,Transfer_Issue
USSD transfer timed out and I got charged. REF:REF078125287. Please help. Kindly assist.,Transfer_Issue
Why is my intra-bank transfer taking longer than interbank transfer? ,Transfer_Issue
I made transfer to account 2494434854 but entered wrong beneficiary name. Can it be reversed? ,Transfer_Issue
USSD transfer timed out and I got charged. REF:REF063386160. Please help. ,Transfer_Issue
USSD transfer timed out and I got charged. REF:REF528506762. Please help. This is urgent.,Transfer_Issue
I made transfer to account 2518934743 but entered wrong beneficiary name. Can it be reversed? ,Transfer_Issue
I made transfer to account 4319366711 but entered wrong beneficiary name. Can it be reversed? This is urgent.,Transfer_Issue
I made transfer to account 1909936376 but entered wrong beneficiary name. Can it be reversed? ,Transfer_Issue
I accidentally sent money to the wrong account 6625760138. Can the bank reverse it? Please advise.,Transfer_Issue
USSD transfer timed out and I got charged. REF:REF891978886. Please help. Please advise.,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF620661268. This is urgent.,Transfer_Issue
USSD transfer timed out and I got charged. REF:REF139431880. Please help. ,Transfer_Issue
"Transfer of ?2,000 to Wema Bank account 2762762151 didn't go through shows error E_502. Can you assist?",Transfer_Issue
I made transfer to account 2826509536 but entered wrong beneficiary name. Can it be reversed? ,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF467292543. ,Transfer_Issue
"I tried to send ?1,000 to account 0683650356 on Wema Bank via mobile app but it failed. ",Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF031380611. ,Transfer_Issue
"I tried to send ?100,000 to account 2587434861 on Wema Bank via internet banking but it failed. ",Transfer_Issue
"I tried to send ?5,000 to account 2408174425 on Wema Bank via bank transfer but it failed. Need urgent help.",Transfer_Issue
I made transfer to account 1001154773 but entered wrong beneficiary name. Can it be reversed? Need urgent help.,Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF486569241. ,Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF824575983. ,Transfer_Issue
I accidentally sent money to the wrong account 1776998970. Can the bank reverse it? ,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF135836579. ,Transfer_Issue
I made transfer to account 4944228329 but entered wrong beneficiary name. Can it be reversed? Can you assist?,Transfer_Issue
"Why does the app say 'limit exceeded' when I try to transfer ?20,000? Can you assist?",Transfer_Issue
"Transfer of ?50,000 to Wema Bank account 7683498725 didn't go through shows error E_TIMEOUT. ",Transfer_Issue
Transfer of ?500 to Wema Bank account 3390238340 didn't go through shows error ERR001. ,Transfer_Issue
I made transfer to account 6151947935 but entered wrong beneficiary name. Can it be reversed? Need urgent help.,Transfer_Issue
Transfer keeps pending for hours on Wema Bank network. Any idea why? Please advise.,Transfer_Issue
"Transfer of ?100,000 to Wema Bank account 7651130583 didn't go through shows error INSUFFICIENT_FUNDS. ",Transfer_Issue
"I tried to send ?1,000 to account 6574569721 on Wema Bank via POS but it failed. This is urgent.",Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF770613652. ,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF479353956. This is urgent.,Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF108677616. ,Transfer_Issue
I accidentally sent money to the wrong account 6122400025. Can the bank reverse it? ,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF538423095. ,Transfer_Issue
"I tried to send ?1,000 to account 4645287434 on Wema Bank via ATM but it failed. Please advise.",Transfer_Issue
USSD transfer timed out and I got charged. REF:REF748459554. Please help. ,Transfer_Issue
USSD transfer timed out and I got charged. REF:REF387952565. Please help. ,Transfer_Issue
"I tried to send ?1,000 to account 0212959981 on Wema Bank via POS but it failed. ",Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF632362537. ,Transfer_Issue
"Transfer of ?1,500 to Wema Bank account 5955905144 didn't go through shows error AUTH_402. ",Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF399160373. This is urgent.,Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF774064930. This is urgent.,Transfer_Issue
My transfer REF:REF925016915 is pending since 2024-10-16 and recipient hasn't received it. Please advise.,Transfer_Issue
How long does an international transfer to South Africa take and what are the fees? Kindly assist.,Transfer_Issue
I accidentally sent money to the wrong account 8290618510. Can the bank reverse it? ,Transfer_Issue
I accidentally sent money to the wrong account 0592501887. Can the bank reverse it? ,Transfer_Issue
Transfer keeps pending for hours on Wema Bank network. Any idea why? Please advise.,Transfer_Issue
"Transfer of ?100,000 to Wema Bank account 0858181045 didn't go through shows error E_TIMEOUT. This is urgent.",Transfer_Issue
I tried to send ?500 to account 9386678127 on Wema Bank via USSD but it failed. Kindly assist.,Transfer_Issue
My transfer REF:REF334369464 is pending since 2024-10-10 and recipient hasn't received it. ,Transfer_Issue
I made transfer to account 9624285400 but entered wrong beneficiary name. Can it be reversed? ,Transfer_Issue
I made transfer to account 6613030601 but entered wrong beneficiary name. Can it be reversed? ,Transfer_Issue
The transaction failed after I entered OTP on the USSD. Error ERR001. Please advise.,Transfer_Issue
I accidentally sent money to the wrong account 0402589881. Can the bank reverse it? Please advise.,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF507105801. ,Transfer_Issue
I accidentally sent money to the wrong account 4427442861. Can the bank reverse it? ,Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF801115974. ,Transfer_Issue
I made transfer to account 7244609099 but entered wrong beneficiary name. Can it be reversed? ,Transfer_Issue
"I tried to send ?20,000 to account 5937852718 on Wema Bank via mobile app but it failed. Need urgent help.",Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF577240598. ,Transfer_Issue
"Transfer of ?10,000 to Wema Bank account 9713986370 didn't go through shows error CODE_14. ",Transfer_Issue
USSD transfer timed out and I got charged. REF:REF573831036. Please help. ,Transfer_Issue
I made transfer to account 2006174136 but entered wrong beneficiary name. Can it be reversed? ,Transfer_Issue
I made transfer to account 8098843661 but entered wrong beneficiary name. Can it be reversed? ,Transfer_Issue
USSD transfer timed out and I got charged. REF:REF133224577. Please help. ,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF423516193. ,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF652575690. Kindly assist.,Transfer_Issue
"Transfer of ?20,000 to Wema Bank account 4301752763 didn't go through shows error E_TIMEOUT. Please advise.",Transfer_Issue
I made transfer to account 9140870796 but entered wrong beneficiary name. Can it be reversed? ,Transfer_Issue
Transfer of ?500 to Wema Bank account 0489168584 didn't go through shows error INSUFFICIENT_FUNDS. Kindly assist.,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF785321013. Please advise.,Transfer_Issue
I made transfer to account 8060605064 but entered wrong beneficiary name. Can it be reversed? Kindly assist.,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF604123668. ,Transfer_Issue
The transaction failed after I entered OTP on the mobile app. Error ERR001. ,Transfer_Issue
My transfer REF:REF794941844 is pending since 2023-07-11 and recipient hasn't received it. ,Transfer_Issue
The transaction failed after I entered OTP on the instant transfer. Error E_TIMEOUT. ,Transfer_Issue
"Transfer of ?10,000 to Wema Bank account 4096283141 didn't go through shows error CODE_14. ",Transfer_Issue
USSD transfer timed out and I got charged. REF:REF245744153. Please help. Can you assist?,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF744732457. ,Transfer_Issue
"I tried to send ?2,000 to account 7516463869 on Wema Bank via USSD but it failed. ",Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF892061253. Can you assist?,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF948466063. ,Transfer_Issue
"Transfer of ?1,500 to Wema Bank account 7439391916 didn't go through shows error CODE_14. ",Transfer_Issue
I made transfer to account 4115652770 but entered wrong beneficiary name. Can it be reversed? Please advise.,Transfer_Issue
I accidentally sent money to the wrong account 4096423927. Can the bank reverse it? ,Transfer_Issue
I accidentally sent money to the wrong account 9311897980. Can the bank reverse it? ,Transfer_Issue
"I tried to send ?1,000 to account 8233200253 on Wema Bank via instant transfer but it failed. ",Transfer_Issue
I made transfer to account 5752326610 but entered wrong beneficiary name. Can it be reversed? Please advise.,Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF354745429. This is urgent.,Transfer_Issue
I accidentally sent money to the wrong account 7049403538. Can the bank reverse it? ,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF329287105. ,Transfer_Issue
The transaction failed after I entered OTP on the POS. Error E_TIMEOUT. ,Transfer_Issue
I made transfer to account 8964527166 but entered wrong beneficiary name. Can it be reversed? Kindly assist.,Transfer_Issue
"Transfer of ?1,000 to Wema Bank account 4948029890 didn't go through shows error TXN_FAIL_51. Need urgent help.",Transfer_Issue
USSD transfer timed out and I got charged. REF:REF650257870. Please help. This is urgent.,Transfer_Issue
My transfer REF:REF409550591 is pending since 2024-10-16 and recipient hasn't received it. Please advise.,Transfer_Issue
USSD transfer timed out and I got charged. REF:REF367046004. Please help. ,Transfer_Issue
My transfer REF:REF558275326 is pending since 2023-04-24 and recipient hasn't received it. ,Transfer_Issue
I made transfer to account 3477496784 but entered wrong beneficiary name. Can it be reversed? ,Transfer_Issue
"I tried to send ?75,000 to account 7274614224 on Wema Bank via mobile app but it failed. ",Transfer_Issue
"Why does the app say 'limit exceeded' when I try to transfer ?2,000? Need urgent help.",Transfer_Issue
USSD transfer timed out and I got charged. REF:REF066406665. Please help. Need urgent help.,Transfer_Issue
My transfer REF:REF027555114 is pending since 2023-05-11 and recipient hasn't received it. ,Transfer_Issue
I accidentally sent money to the wrong account 9985291166. Can the bank reverse it? Need urgent help.,Transfer_Issue
My transfer REF:REF247793447 is pending since 2025-12-26 and recipient hasn't received it. ,Transfer_Issue
I accidentally sent money to the wrong account 5380692981. Can the bank reverse it? ,Transfer_Issue
"Transfer was debited but later failed. When will I get my refund for ?1,000? Can you assist?",Transfer_Issue
I made transfer to account 7205206726 but entered wrong beneficiary name. Can it be reversed? Need urgent help.,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF259454894. ,Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF525737874. ,Transfer_Issue
USSD transfer timed out and I got charged. REF:REF622021544. Please help. ,Transfer_Issue
"I tried to send ?10,000 to account 1208819077 on Wema Bank via internet banking but it failed. Need urgent help.",Transfer_Issue
"I tried to send ?2,000 to account 7122638211 on Wema Bank via instant transfer but it failed. ",Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF089870442. ,Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF436142442. ,Transfer_Issue
"I tried to send ?150,000 to account 2771765421 on Wema Bank via POS but it failed. ",Transfer_Issue
My transfer REF:REF217844519 is pending since 2023-06-24 and recipient hasn't received it. Need urgent help.,Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF455428358. ,Transfer_Issue
"I tried to send ?2,000 to account 5024100840 on Wema Bank via ATM but it failed. ",Transfer_Issue
"I tried to send ?10,000 to account 1956756355 on Wema Bank via ATM but it failed. Please advise.",Transfer_Issue
USSD transfer timed out and I got charged. REF:REF105004240. Please help. ,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF598118676. ,Transfer_Issue
"I was debited ?75,000 but the beneficiary didn't get the money. What do I do? This is urgent.",Transfer_Issue
My transfer REF:REF494340438 is pending since 2023-05-12 and recipient hasn't received it. ,Transfer_Issue
I accidentally sent money to the wrong account 8079996243. Can the bank reverse it? ,Transfer_Issue
"I tried to send ?10,000 to account 2053566651 on Wema Bank via mobile app but it failed. ",Transfer_Issue
I accidentally sent money to the wrong account 0039927817. Can the bank reverse it? Need urgent help.,Transfer_Issue
My transfer REF:REF693424455 is pending since 2024-08-04 and recipient hasn't received it. ,Transfer_Issue
I accidentally sent money to the wrong account 5256229651. Can the bank reverse it? ,Transfer_Issue
USSD transfer timed out and I got charged. REF:REF248439609. Please help. ,Transfer_Issue
The transaction failed after I entered OTP on the USSD. Error TXN_FAIL_51. Need urgent help.,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF165223507. Can you assist?,Transfer_Issue
"I tried to send ?10,000 to account 1964221117 on Wema Bank via mobile app but it failed. ",Transfer_Issue
USSD transfer timed out and I got charged. REF:REF912747895. Please help. Need urgent help.,Transfer_Issue
I accidentally sent money to the wrong account 2204524532. Can the bank reverse it? ,Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF040572750. ,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF771703056. ,Transfer_Issue
USSD transfer timed out and I got charged. REF:REF776843980. Please help. ,Transfer_Issue
I made transfer to account 8415955395 but entered wrong beneficiary name. Can it be reversed? ,Transfer_Issue
USSD transfer timed out and I got charged. REF:REF760895301. Please help. Please advise.,Transfer_Issue
My transfer REF:REF703211920 is pending since 2024-02-08 and recipient hasn't received it. ,Transfer_Issue
The transaction failed after I entered OTP on the ATM. Error CODE_14. Need urgent help.,Transfer_Issue
USSD transfer timed out and I got charged. REF:REF139887842. Please help. ,Transfer_Issue
I made transfer to account 7351851769 but entered wrong beneficiary name. Can it be reversed? Kindly assist.,Transfer_Issue
"I tried to send ?50,000 to account 9387965585 on Wema Bank via POS but it failed. ",Transfer_Issue
"I tried to send ?1,500 to account 6884623202 on Wema Bank via ATM but it failed. ",Transfer_Issue
"I tried to send ?5,000 to account 8028354158 on Wema Bank via USSD but it failed. ",Transfer_Issue
"I was debited ?100,000 but the beneficiary didn't get the money. What do I do? Need urgent help.",Transfer_Issue
USSD transfer timed out and I got charged. REF:REF001248255. Please help. Can you assist?,Transfer_Issue
I made transfer to account 6914181121 but entered wrong beneficiary name. Can it be reversed? ,Transfer_Issue
I accidentally sent money to the wrong account 4816113362. Can the bank reverse it? ,Transfer_Issue
"Transfer of ?10,000 to Wema Bank account 0972820378 didn't go through shows error CODE_14. ",Transfer_Issue
"I tried to send ?75,000 to account 0714254777 on Wema Bank via mobile app but it failed. ",Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF835582636. ,Transfer_Issue
I accidentally sent money to the wrong account 1313126109. Can the bank reverse it? Kindly assist.,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF373574001. Please advise.,Transfer_Issue
My transfer REF:REF399330255 is pending since 2025-12-17 and recipient hasn't received it. ,Transfer_Issue
"I tried to send ?1,500 to account 9232145338 on Wema Bank via internet banking but it failed. This is urgent.",Transfer_Issue
My transfer REF:REF122917448 is pending since 2023-01-24 and recipient hasn't received it. Please advise.,Transfer_Issue
The transaction failed after I entered OTP on the ATM. Error E_TIMEOUT. Need urgent help.,Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF387773156. ,Transfer_Issue
I made transfer to account 2888623455 but entered wrong beneficiary name. Can it be reversed? ,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF207480334. This is urgent.,Transfer_Issue
"Transfer of ?5,000 to Wema Bank account 4806324489 didn't go through shows error CODE_14. Kindly assist.",Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF492313029. Please advise.,Transfer_Issue
"I tried to send ?150,000 to account 4093825085 on Wema Bank via USSD but it failed. ",Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF374425613. ,Transfer_Issue
I accidentally sent money to the wrong account 2593679426. Can the bank reverse it? ,Transfer_Issue
USSD transfer timed out and I got charged. REF:REF222326017. Please help. Kindly assist.,Transfer_Issue
I accidentally sent money to the wrong account 6762755458. Can the bank reverse it? ,Transfer_Issue
USSD transfer timed out and I got charged. REF:REF553689346. Please help. ,Transfer_Issue
"Transfer of ?20,000 to Wema Bank account 1774458450 didn't go through shows error E_502. ",Transfer_Issue
My transfer REF:REF318829787 is pending since 2024-09-23 and recipient hasn't received it. ,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF668815571. ,Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF570153466. This is urgent.,Transfer_Issue
I accidentally sent money to the wrong account 1041507493. Can the bank reverse it? ,Transfer_Issue
"Transfer of ?5,000 to Wema Bank account 5202868291 didn't go through shows error OTP_EXPIRED. ",Transfer_Issue
I made transfer to account 9889425652 but entered wrong beneficiary name. Can it be reversed? ,Transfer_Issue
I accidentally sent money to the wrong account 9913334633. Can the bank reverse it? ,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF017530839. Please advise.,Transfer_Issue
"I was debited ?2,000 but the beneficiary didn't get the money. What do I do? Need urgent help.",Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF002554645. ,Transfer_Issue
"Transfer was debited but later failed. When will I get my refund for ?75,000? Kindly assist.",Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF769990450. ,Transfer_Issue
I made transfer to account 2881164935 but entered wrong beneficiary name. Can it be reversed? Kindly assist.,Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF613125085. Please advise.,Transfer_Issue
"I tried to send ?20,000 to account 6060552212 on Wema Bank via USSD but it failed. ",Transfer_Issue
USSD transfer timed out and I got charged. REF:REF995718072. Please help. ,Transfer_Issue
"Transfer of ?50,000 to Wema Bank account 9851921804 didn't go through shows error E_502. ",Transfer_Issue
The transaction failed after I entered OTP on the internet banking. Error INSUFFICIENT_FUNDS. Can you assist?,Transfer_Issue
I accidentally sent money to the wrong account 7813428661. Can the bank reverse it? ,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF324246604. Please advise.,Transfer_Issue
"Transfer of ?1,500 to Wema Bank account 6572048228 didn't go through shows error E_502. ",Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF428832227. Kindly assist.,Transfer_Issue
I made transfer to account 0535390908 but entered wrong beneficiary name. Can it be reversed? ,Transfer_Issue
My transfer REF:REF603084915 is pending since 2024-01-09 and recipient hasn't received it. ,Transfer_Issue
"I tried to send ?150,000 to account 6736168168 on Wema Bank via instant transfer but it failed. ",Transfer_Issue
My transfer REF:REF513101010 is pending since 2023-08-26 and recipient hasn't received it. ,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF160418755. ,Transfer_Issue
USSD transfer timed out and I got charged. REF:REF504353797. Please help. ,Transfer_Issue
USSD transfer timed out and I got charged. REF:REF886320600. Please help. Need urgent help.,Transfer_Issue
I accidentally sent money to the wrong account 7211449770. Can the bank reverse it? ,Transfer_Issue
My transfer REF:REF159718961 is pending since 2023-08-27 and recipient hasn't received it. ,Transfer_Issue
"I tried to send ?75,000 to account 0961325411 on Wema Bank via USSD but it failed. ",Transfer_Issue
The transaction failed after I entered OTP on the mobile app. Error INSUFFICIENT_FUNDS. Can you assist?,Transfer_Issue
I made transfer to account 2271711298 but entered wrong beneficiary name. Can it be reversed? Can you assist?,Transfer_Issue
"I tried to send ?10,000 to account 3955630944 on Wema Bank via USSD but it failed. ",Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF864097777. Need urgent help.,Transfer_Issue
"Transfer was debited but later failed. When will I get my refund for ?100,000? Can you assist?",Transfer_Issue
I accidentally sent money to the wrong account 1563439768. Can the bank reverse it? ,Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF091047618. ,Transfer_Issue
"Transfer of ?75,000 to Wema Bank account 3759982746 didn't go through shows error INSUFFICIENT_FUNDS. ",Transfer_Issue
I made transfer to account 8582084729 but entered wrong beneficiary name. Can it be reversed? ,Transfer_Issue
"I tried to send ?2,000 to account 9590800676 on Wema Bank via mobile app but it failed. ",Transfer_Issue
"Transfer of ?100,000 to Wema Bank account 1858055811 didn't go through shows error ERR001. Can you assist?",Transfer_Issue
My transfer REF:REF436203635 is pending since 2024-06-25 and recipient hasn't received it. ,Transfer_Issue
I accidentally sent money to the wrong account 9007397130. Can the bank reverse it? ,Transfer_Issue
I accidentally sent money to the wrong account 1029729575. Can the bank reverse it? ,Transfer_Issue
I accidentally sent money to the wrong account 7099449571. Can the bank reverse it? Please advise.,Transfer_Issue
How long does an international transfer to Kenya take and what are the fees? Can you assist?,Transfer_Issue
My transfer REF:REF248807196 is pending since 2023-02-10 and recipient hasn't received it. Kindly assist.,Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF980284416. Please advise.,Transfer_Issue
"Transfer of ?150,000 to Wema Bank account 6767014703 didn't go through shows error E_TIMEOUT. ",Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF561648408. ,Transfer_Issue
Transfer keeps pending for hours on Wema Bank network. Any idea why? Kindly assist.,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF973983695. ,Transfer_Issue
USSD transfer timed out and I got charged. REF:REF391215069. Please help. Can you assist?,Transfer_Issue
I accidentally sent money to the wrong account 9152313363. Can the bank reverse it? ,Transfer_Issue
I accidentally sent money to the wrong account 2394312908. Can the bank reverse it? ,Transfer_Issue
I made transfer to account 9103416762 but entered wrong beneficiary name. Can it be reversed? Can you assist?,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF028467015. ,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF392255174. ,Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF133503569. ,Transfer_Issue
I made transfer to account 8813570232 but entered wrong beneficiary name. Can it be reversed? ,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF813705054. ,Transfer_Issue
Trying to transfer beyond daily limit of ?500. How can I increase it? Kindly assist.,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF573213678. Please advise.,Transfer_Issue
"I was debited ?1,500 but the beneficiary didn't get the money. What do I do? ",Transfer_Issue
I made transfer to account 3097427350 but entered wrong beneficiary name. Can it be reversed? Please advise.,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF698250733. ,Transfer_Issue
The transaction failed after I entered OTP on the mobile app. Error OTP_EXPIRED. Please advise.,Transfer_Issue
I accidentally sent money to the wrong account 3565367582. Can the bank reverse it? Please advise.,Transfer_Issue
"Transfer of ?5,000 to Wema Bank account 8090965411 didn't go through shows error TXN_FAIL_51. Need urgent help.",Transfer_Issue
I made transfer to account 4223413242 but entered wrong beneficiary name. Can it be reversed? ,Transfer_Issue
My transfer REF:REF823253485 is pending since 2025-03-27 and recipient hasn't received it. ,Transfer_Issue
Mobile app shows 'transaction failed' but I received debit SMS. REF:REF852787712. ,Transfer_Issue
"Transfer of ?50,000 to Wema Bank account 3567480957 didn't go through shows error AUTH_402. ",Transfer_Issue
"Transfer of ?10,000 to Wema Bank account 7106929200 didn't go through shows error E_502. Can you assist?",Transfer_Issue
My transfer REF:REF910761324 is pending since 2023-11-27 and recipient hasn't received it. ,Transfer_Issue
My transfer shows successful on my app but the recipient says no credit. REF:REF766172702. Need urgent help.,Transfer_Issue
USSD transfer timed out and I got charged. REF:REF591642301. Please help. ,Transfer_Issue
